journal_id,name,publisher,website,p_issn,e_issn,subject_area,accreditation,scopus_indexed,garuda_indexed,Impact,H5-index,Citations 5yr,Citations
7027,International Journal of Architecture and Urbanism,Universitas Sumatera Utara,https://talenta.usu.ac.id/index.php/ijau,26221640,26220008,,S4Accredited,False,True,"0,00",7,273,290
16550,Jurnal Pengabdian Kepada Masyarakat,Sekolah Tinggi Pastoral Kateketik Santo Fransiskus Asisi,https://ejurnal.stpkat.ac.id/index.php/jpkm,29629438,2962942X,,S4Accredited,False,True,"0,00",0,0,0
16272,BAKTIMU : Jurnal Pengabdian Kepada Masyarakat,Universitas Muhammadiyah Ahmad Dahlan Cirebon,https://ojs.ummada.ac.id/index.php/bm,0,27761797,,S4Accredited,False,True,"0,00",0,0,0
4194,Jurnal Perawat Indonesia,Persatuan Perawat Nasional Indonesia Jawa Tengah,http://journal.ppnijateng.org/index.php/jpi,|,25487051,Health,S4Accredited,False,True,"0,00",21,2.287,2.389
9068,Media Jurnal Informatika,Universitas Suryakancana,https://jurnal.unsur.ac.id/mjinformatika,20882114,24772542,,S4Accredited,False,True,"0,00",15,715,830
14552,Jurnal Kearsipan,Arsip Nasional Republik Indonesia,https://jurnalkearsipan.anri.go.id/index.php/ojs,1978130X,26571706,,S4Accredited,False,True,"0,00",0,0,0
10329,Jurnal Teknologi dan Manajemen,Institut Teknologi Adhi Tama Surabaya,http://ejurnal.itats.ac.id/jtm,0,27211878,,S4Accredited,False,True,"0,00",9,259,264
15260,LEMMA: Letters of Mathematics Education,Program studi pendidikan matematika STKIP PGRI Sumatra Barat,http://ejournal.stkip-pgri-sumbar.ac.id/index.php/jurnal-lemma/issue/archive,2407:4527,2460:1047,,S4Accredited,False,False,"0,00",0,0,0
7943,Jurnal Agrotek Lestari,Universitas Teuku Umar,http://jurnal.utu.ac.id/jagrotek,24774790,27218945,,S4Accredited,False,True,"0,00",14,636,696
7214,"Keteg : Jurnal Pengetahuan, Pemikiran dan Kajian Tentang Bunyi",Institut Seni Indonesia Surakarta,https://jurnal.isi-ska.ac.id/index.php/keteg,14122065,27146367,,S4Accredited,False,True,"0,00",7,222,283
13880,Journal of Railway Transportation and Technology,Politeknik Perkeretaapian Indonesia Madiun,https://jrtt.org/index.php/jrtt,28300491,28306880,,S4Accredited,False,True,"0,00",6,103,104
9289,Equalita: Jurnal Studi Gender dan Anak,Institut Agama Islam Negeri Syekh Nurjati Cirebon,https://syekhnurjati.ac.id/jurnal/index.php/equalita,27456641,27756327,,S4Accredited,False,True,"0,00",14,926,944
16058,International Journal of Science Education and Cultural Studies,Sultan Publisher,https://ejournal.sultanpublisher.com/index.php/ijsecs,0,29642604,,S4Accredited,False,True,"0,00",0,0,0
13723,Jurnal Ilmiah Mahasiswa Agrokomplek,Universitas Mataram,https://journal.unram.ac.id/index.php/jima,0,28303431,,S4Accredited,False,True,"0,00",8,243,243
7322,REKA RUANG,Institut Teknologi Nasional Yogyakarta,https://journal.itny.ac.id/index.php/rekaruang,|,26215926,,S4Accredited,False,True,"0,00",6,137,143
7011,Jurnal Perkeretaapian Indonesia (Indonesian Railway Journal),Politeknik Perkeretaapian Indonesia Madiun,https://jurnal.ppi.ac.id/jpi,25501127,26568780,,S4Accredited,False,True,"0,00",9,433,457
13266,International Journal of Humanities Education and Social Sciences,CV. AFDIFAL MAJU BERKAH,https://ijhess.com/index.php/ijhess,28081765,28081765,,S4Accredited,False,True,"0,00",0,0,0
5964,Indonesian Journal of Education and Learning,"Fakultas Keguruan dan Ilmu Pendidikan, Universitas Tidar",http://jurnal.untidar.ac.id/index.php/edulearning/,25985116,25985108,Education,S4Accredited,False,True,"0,00",13,525,561
12802,Tarumanagara Medical Journal,Universitas Tarumanagara,https://journal.untar.ac.id/index.php/tmj,26547147,26547155,,S4Accredited,False,True,"0,00",19,1.949,2.053
9057,LOGIA : Jurnal Teologi Pentakosta,SEKOLAH TINGGI TEOLOGI BEREA SALATIGA,https://sttberea.ac.id/e-journal/index.php/logia,27164322,27162834,,S4Accredited,False,True,"0,00",10,284,299
10730,Jurnal Panjar: Pengabdian Bidang Pembelajaran,Universitas Negeri Semarang,https://journal.unnes.ac.id/journals/panjar,26562405,28094778,,S4Accredited,False,True,"0,00",0,0,0
4446,Jurnal Teknik Mesin,Jurusan Teknik Mesin Politeknik Negeri Padang,http://ejournal2.pnp.ac.id/index.php/jtm/issue/archive,18298958,26555670,,S4Accredited,False,True,"0,00",4,105,118
12251,Borobudur Educational Review,Universitas Muhammadiyah Magelang,https://journal.unimma.ac.id/index.php/bedr,0,27970302,,S4Accredited,False,True,"0,00",6,102,102
5990,JURNAL PSIKOLOGI UDAYANA,"Program Studi Psikologi, Fakultas Kedokteran Universitas Udayana",https://ojs.unud.ac.id/index.php/psikologi/issue/view/3104,23545607,26544024,,S4Accredited,False,True,"0,00",12,477,647
2598,Suska Journal of Mathematics Education,Universitas Islam Negeri Sultan Syarif Kasim Riau,http://ejournal.uin-suska.ac.id/index.php/SJME,24774758,25409670,Education,S4Accredited,False,False,"0,00",26,2.416,2.535
4502,Unnes Journal of Mathematics,Universitas Negeri Semarang,https://journal.unnes.ac.id/journals/ujm,22526943,24605859,Education,S4Accredited,False,True,"0,00",9,556,643
5607,"Syi`ar Iqtishadi : Journal of Islamic Economics, Finance and Banking",Jurusan Ekonomi Syariah,http://jurnal.untirta.ac.id/index.php/JIEc/about/editorialPolicies#publicationFrequency,0,25980955,,S4Accredited,False,True,"0,00",15,746,748
4160,Jurnal Manajemen,Universitas Serang Raya,http://e-jurnal.lppmunsera.org/index.php/JM,20888554,26277872,Science,S4Accredited,False,True,"0,00",9,306,338
13806,Borneo Journal of Biology Education (BJBE),Universitas Borneo Tarakan,http://jurnal.borneo.ac.id/index.php/bjbe,27156826,27146073,,S4Accredited,False,True,"0,00",8,215,224
16298,CEMARA: Jurnal Pengabdian Masyarakat Multidisiplin,Universitas Islam Indragiri,https://ejournal-fkip.unisi.ac.id/cemara,0,30253284,,S4Accredited,False,True,"0,00",0,0,0
5498,Jurnal Ekonomi-Qu,Jurusan Ilmu Ekonomi Pembangunan,http://jurnal.untirta.ac.id/index.php/Ekonomi-Qu/index,20894473,25411314,,S4Accredited,False,True,"0,00",17,997,1.010
3777,Indonesian Journal of History Education,Jurusan Sejarah Universitas Negeri Semarang,https://journal.unnes.ac.id/journals/ijhe,25490354,25490354,Education,S4Accredited,False,True,"0,00",14,849,892
16252,Haga: Jurnal Pengabdian Kepada Masyarakat,Universitas Nias Raya,https://jurnal.uniraya.ac.id/index.php/HAGA,0,28287037,,S4Accredited,False,True,"0,00",0,0,0
7114,Shaut Al-Arabiyah,Universitas Islam Negeri Alauddin Makassar,http://journal.uin-alauddin.ac.id/index.php/Shautul-Arabiyah/index,2354564X,25500317,,S4Accredited,False,True,"0,00",8,602,644
420,Jurnal TEKNOINFO,Universitas Teknokrat Indonesia,http://ejurnal.teknokrat.ac.id/index.php/teknoinfo/index,2615224X,16930010,Science,S4Accredited,False,True,"0,00",25,2.178,2.178
9335,INDONESIAN JOURNAL OF MEDICAL ANTHROPOLOGY,TALENTA PUBLISHER,https://talenta.usu.ac.id/ijma,0,2745536X,,S4Accredited,False,True,"0,00",1,1,1
10688,Verbum Christi,Sekolah Tinggi Teologi Reformed Injili Internasional,https://verbum.sttrii.ac.id/index.php/VC,23556374,27456668,,S4Accredited,False,True,"0,00",6,204,218
14963,Jurnal Ilmu Sosial dan Humaniora,Yayasan Literasi Sains Indonesia,https://journal.literasisains.id/index.php/sosmaniora,28292359,28292340,,S4Accredited,False,True,"0,00",6,102,102
17052,"International Journal of Mathematics, Statistics, and Computing",Communication in Research and Publication,https://ejournal.corespub.com/index.php/ijmsc/index,0,30250803,,S4Accredited,False,True,"0,00",0,0,0
16099,Abdi Masyarakat,Lembaga Penelitian dan Pendidikan Mandala,http://ejournal.mandalanursa.org/index.php/PB,27158799,27159108,,S4Accredited,False,True,"0,00",0,0,0
14913,Journal of Biodiversity and Biotechnology,Universitas Sebelas Maret,https://jurnal.uns.ac.id/jbb/index,27755223,28083229,,S4Accredited,False,True,"0,00",0,0,0
627,Jurnal Karya Pendidikan Matematika,Program Studi Pendidikan Matematika Universitas Universitas Muhammadiyah Semarang,http://jurnal.unimus.ac.id/index.php/JPMat/index,23392444,25498401,Education,S4Accredited,False,True,"0,00",13,824,873
11713,Tashwirul Afkar,"Lembaga Kajian dan Pengembangan Sumberdaya Manusia, Pengurus Besar Nahdlatul Ulama",https://tashwirulafkar.or.id/index.php/afkar/index,14109166,26557401,,S4Accredited,False,True,"0,00",8,261,1.047
7622,Industri Inovatif : Jurnal Teknik Industri,Institut Teknologi Nasional Malang,https://ejournal.itn.ac.id/index.php/industri,20878869,26153866,Engineering,S4Accredited,False,True,"0,00",16,1.312,1.460
16845,Kemas Journal:Jurnal Pengabdian masyarakat,Universitas PGRI Palembang,https://jurnal.univpgri-palembang.ac.id/index.php/kemas/,0,30254671,,S4Accredited,False,True,"0,00",0,0,0
4900,Jurnal Riset Teknologi dan Inovasi Pendidikan (JARTIKA),Pusat Penelitian dan Pengembangan Rekarta Mataram,http://journal-litbang-rekarta.co.id/index.php/jartika,|,26222159,,S4Accredited,False,True,"0,00",21,2.318,2.488
5964,Indonesian Journal of Education and Learning,"Fakultas Keguruan dan Ilmu Pendidikan, Universitas Tidar",http://jurnal.untidar.ac.id/index.php/edulearning/,25985116,25985108,Education,S4Accredited,False,True,"0,00",13,525,561
16981,Journal Social Civilecial,Pemuda Peduli Publikasi Insan Ilmiah,https://scieclouds.com/ojsnew/index.php/jc/,0,29880181,,S4Accredited,False,True,"0,00",0,0,0
8256,Dakwah: Jurnal Kajian Dakwah dan Kemasyarakatan,Universitas Islam Negeri Syarif Hidayatullah Jakarta,http://journal.uinjkt.ac.id/index.php/dakwah,14112779,26861283,,S4Accredited,False,True,"0,00",7,197,223
10926,Oikos - Nomos : Jurnal Kajian Ekonomi dan Bisnis,"Lembaga Pengkajian, Penelitian Ekonomi dan Bisnis",https://ejurnal.ung.ac.id/index.php/ONM,19791607,27470059,,S4Accredited,False,True,"0,00",6,244,251
13465,Management Research and Behavior Journal,Universitas Malikussaleh,https://ojs.unimal.ac.id/mrbj/index,0,27983617,,S4Accredited,False,True,"0,00",8,160,160
13196,Jurnal Pendidikan Matematika Malikussaleh,Universitas Malikussaleh,https://ojs.unimal.ac.id/jpmm/index,0,27988791,,S4Accredited,False,True,"0,00",7,126,126
7613,Dielektrika,Teknik Elektro Universitas Mataram,https://dielektrika.unram.ac.id/index.php/dielektrika,20869487,2579650X,,S4Accredited,False,True,"0,00",6,179,196
10222,Jurnal Pendidikan Matematika Unpatti,Universitas Pattimura,https://ojs3.unpatti.ac.id/index.php/jpmu,0,27236870,Education,S4Accredited,False,True,"0,00",7,149,150
12214,Jurnal Studi Ilmu Sosial dan Politik,Goodwood Publishing,https://penerbitgoodwood.com/index.php/Jasispol,0,27980243,,S4Accredited,False,True,"0,00",9,209,210
16223,Daktilitas,Universitas Tulungagung,https://journal.unita.ac.id/index.php/daktilitas,0,28279239,,S4Accredited,False,True,"0,00",0,0,0
15859,PENSOS: Jurnal Penelitian dan Pengabdian Pendidikan Sosiologi,Universitas Muhammadiyah Kupang,https://e-journal.unmuhkupang.ac.id/index.php/pensos,0,29875110,,S4Accredited,False,True,"0,00",0,0,0
16940,Jurnal Dakwah: Media Komunikasi dan Dakwah,Universitas Islam Negeri Sunan Kalijaga Yogyakarta,http://ejournal.uin-suka.ac.id/dakwah/jurnaldakwah,14115905,26141418,,S4Accredited,False,True,"0,00",0,0,0
5295,Civil and Environmental Science Journal (CIVENSE),Universitas Brawijaya,https://civense.ub.ac.id/index.php/civense/index,|,26206218,,S4Accredited,False,True,"0,00",9,340,370
17097,Journal of Fundus,Sekolah Tinggi Ilmu Kesehatan Yarsi Mataram,https://journal.stikesyarsimataram.ac.id/index.php/fundus,28081080,28081080,,S4Accredited,False,True,"0,00",0,0,0
16633,Jurnal Seni Nasional Cikini,Institut Kesenian Jakarta,https://jurnalcikini.ikj.ac.id/index.php/jurnalcikini,25802860,25802860,,S4Accredited,False,True,"0,00",0,0,0
6718,Pasundan Food Technology Journal (PFTJ),Universitas Pasundan,http://journal.unpas.ac.id/index.php/foodtechnology,23561742,26151405,,S4Accredited,False,True,"0,00",11,416,473
318,Journal Sampurasun : Interdisciplinary Studies for Cultural Heritage,Lembaga Penelitian Universitas Pasundan,http://journal.unpas.ac.id/index.php/sampurasun/,24605735,24605743,"Humanities, Science, Education, Social, Engineering",S4Accredited,False,True,"0,00",8,235,295
4565,JPGI (Jurnal Penelitian Guru Indonesia),"Indonesian Institute for Counseling, Education and Therapy",http://jurnal.iicet.org/index.php/jpgi,25413163,25413317,,S4Accredited,False,True,"0,00",13,424,424
6177,Jurnal Review Pendidikan Dasar : Jurnal Kajian Pendidikan dan Hasil Penelitian,Magister Pendidikan Dasar Universitas Negeri Surabaya,https://journal.unesa.ac.id/index.php/PD,0,24608475,,S4Accredited,False,True,"0,00",31,4.299,4.580
11721,ISLAM NUSANTARA: Journal for the Study of Islamic History and Culture,Universitas Nahdlatul Ulama Indonesia,https://journal.unusia.ac.id/index.php/ISLAMNUSANTARA,0,27228975,,S4Accredited,False,True,"0,00",9,205,206
3428,Magistra: Jurnal Keguruan dan Ilmu Pendidikan,"Fakultas Keguruan dan Ilmu Pendidikan, Universitas Musamus",https://ejournal.unmus.ac.id/index.php/magistra,23547685,23547685,Education,S4Accredited,False,True,"0,00",11,703,851
372,Sosial Budaya,LPPM Universitas Islam Negeri Sultan Syarif Kasim Riau,http://ejournal.uin-suska.ac.id/index.php/SosialBudaya,19792603,24071684,"Education, Social",S4Accredited,False,True,"0,00",18,1.586,2.094
6747,Journal of Business Management Education (JBME),Universitas Pendidikan Indonesia,http://ejournal.upi.edu/index.php/JBME,27153045,27153037,,S4Accredited,False,True,"0,00",18,1.341,1.642
12579,Jurnal Dinamika Ekonomi Syariah,Institut Agama Islam Pangeran Diponegoro Nganjuk,http://ejurnal.iaipd-nganjuk.ac.id/index.php/es,26543567,27157334,,S4Accredited,False,True,"0,00",6,141,152
17226,"Journal of Accounting, Economics, and Business Education",Universitas Negeri Makassar,https://journal.unm.ac.id/index.php/JAEBE,0,2988702X,,S4Accredited,False,True,"0,00",0,0,0
7206,Diseminasi : Jurnal Pengabdian kepada Masyarakat,Universitas Terbuka,http://jurnal.ut.ac.id/index.php/diseminasi,26552175,26552221,,S4Accredited,False,True,"0,00",4,35,43
13806,Borneo Journal of Biology Education (BJBE),Universitas Borneo Tarakan,http://jurnal.borneo.ac.id/index.php/bjbe,27156826,27146073,,S4Accredited,False,True,"0,00",8,215,224
15722,Ekasakti Journal of law and Justice,Universitas Ekasakti,https://ejrev.org/law,29877954,2987436X,,S4Accredited,False,True,"0,00",0,0,0
7906,JURNAL SELODANG MAYANG,Badan Perencanaan Pembangunan Daerah Kabupaten Indragiri Hilir,https://ojs.selodangmayang.com/index.php/bappeda,24427845,26203332,,S4Accredited,False,True,"0,00",0,0,0
9604,Calathu: Jurnal Ilmu Komunikasi,Universitas Ciputra Surabaya,https://journal.uc.ac.id/index.php/calathu,26562057,26568519,,S4Accredited,False,True,"0,00",10,365,372
4597,JUMANTIK (Jurnal Ilmiah Penelitian Kesehatan),Universitas Islam Negeri Sumatera Utara,http://jurnal.uinsu.ac.id/index.php/kesmas,25482173,2580281X,"Health, Social",S4Accredited,False,True,"0,00",16,1.073,1.464
12881,Tekmulogi: Jurnal Pengabdian Masyarakat,Universitas Pendidikan Indonesia,https://ejournal.upi.edu/index.php/Tekmulogi,27771199,27770990,,S4Accredited,False,True,"0,00",7,284,317
10558,Pustaka Karya : Jurnal Ilmiah Ilmu Perpustakaan dan Informasi,Universitas Islam Negeri Antasari Banjarmasin,http://jurnal.uin-antasari.ac.id/index.php/pustakakarya,20895216,27237699,,S4Accredited,False,True,"0,00",13,542,552
14142,Officium Notarium,Universitas Islam Indonesia,https://journal.uii.ac.id/JON,27765458,28082613,,S4Accredited,False,True,"0,00",0,0,0
8705,AGRITEXTS: Journal of Agricultural Extension,"Program Studi Penyuluhan dan Komunikasi Pertanian, Fakultas Pertanian, Universitas Sebelas Maret",https://jurnal.uns.ac.id/agritexts,27215903,27215911,,S4Accredited,False,True,"0,00",9,340,422
16190,KOLONI,Universitas Pahlawan Tuanku Tambusai,https://koloni.or.id/index.php/koloni,0,28286863,"Health, Education, Social, Engineering",S4Accredited,False,True,"0,00",13,1.032,1.035
8389,Journal of Classroom Action Research,Universitas Mataram,http://jppipa.unram.ac.id/index.php/jcar,26563460,26562340,Education,S4Accredited,False,True,"0,00",25,3.379,3.520
4502,Unnes Journal of Mathematics,Universitas Negeri Semarang,https://journal.unnes.ac.id/journals/ujm,22526943,24605859,Education,S4Accredited,False,True,"0,00",9,556,643
16853,PEDAGOGIC: Indonesian Journal of Science Education and Technology,Lembaga Intelektual Muda Maluku,https://ejournal.indo-intellectual.id/index.php/ijset/index/index,2963606X,29630894,,S4Accredited,False,True,"0,00",0,0,0
6679,Politea : Jurnal Politik Islam,UIN Mataram,https://journal.uinmataram.ac.id/index.php/politea,2654847X,27151166,,S4Accredited,False,True,"0,00",10,421,453
12906,Journal International Dakwah and Communication,Sekolah Tinggi Agama Islam Al-Hikmah Pariangan Batusangkar,https://ejournal.staialhikmahpariangan.ac.id/Journal/index.php/judastaipa,29637619,29637600,,S4Accredited,False,True,"0,00",7,336,336
5411,Manhaj: Jurnal Penelitian dan Pengabdian Masyarakat,Institut Agama Islam Negeri Bengkulu,https://ejournal.uinfasbengkulu.ac.id/index.php/manhaj,16392196,26206463,,S4Accredited,False,True,"0,00",7,170,238
9866,Jurnal SAINTIKOM (Jurnal Sains Manajemen Informatika dan Komputer),STMIK Triguna Dharma,https://ojs.trigunadharma.ac.id/index.php/jis,19786603,26153475,,S4Accredited,False,True,"0,00",15,1.131,2.066
4637,"Anuva: Jurnal Kajian Budaya, Perpustakaan, dan Informasi",Program Studi Ilmu Perpustakaan Fakultas Ilmu Budaya Universitas Diponegoro,https://ejournal2.undip.ac.id/index.php/anuva/issue/archive,|,25983040,,S4Accredited,False,True,"0,00",27,3.370,3.637
15855,Archimane,CV. Gio Architect,https://journal.gioarchitect.co.id/index.php/archimane,29874033,29871131,,S4Accredited,False,True,"0,00",0,0,0
13266,International Journal of Humanities Education and Social Sciences,CV. AFDIFAL MAJU BERKAH,https://ijhess.com/index.php/ijhess,28081765,28081765,,S4Accredited,False,True,"0,00",0,0,0
15701,SUKMA: Jurnal Penelitian Psikologi,Universitas 17 Agustus 1945 Surabaya,https://jurnal.untag-sby.ac.id/index.php/sukma,0,27229955,,S4Accredited,False,True,"0,00",0,0,0
6474,Ius Civile: Refleksi Penegakan Hukum dan Keadilan,Universitas Teuku Umar,http://jurnal.utu.ac.id/jcivile,26145723,26206617,,S4Accredited,False,True,"0,00",12,574,624
2806,Jurnal Pekommas,"Sekolah Tinggi Multi Media ""MMTC"" Yogyakarta",https://jurnal.kominfo.go.id/index.php/pekommas/index,25021893,25021907,"Science, Education",S4Accredited,False,True,"0,00",27,2.955,3.188
6615,Jurnal Pendidikan Dasar,Universitas Negeri Jakarta,https://journal.unj.ac.id/unj/index.php/jpd/index,20867433,25495801,,S4Accredited,False,True,"0,00",10,690,919
16534,PHYSIKOS Journal of Physics and Physics Education,Universitas Pattimura,https://ojs3.unpatti.ac.id/index.php/physikos,0,28306775,,S4Accredited,False,True,"0,00",0,0,0
8414,Journal of Research in Mathematics Trends and Technology,Universitas Sumatera Utara,https://talenta.usu.ac.id/jormtt,|,26561514,,S4Accredited,False,True,"0,00",6,172,183
11460,eScience Humanity Journal,Asosiasi Dosen Idebahasa Kepri,https://idebahasa.or.id/escience/index.php/home,27741605,27471926,,S4Accredited,False,True,"0,00",5,74,74
5926,JSIPi (Jurnal Sains dan Inovasi Perikanan) (Journal of Fishery Science and Innovation),"Program Studi Ilmu Perikanan, Pascasarjana, Universitas Halu Oleo",http://ojs.uho.ac.id/index.php/JSIPi/issue/archive,|,25023276,,S4Accredited,False,True,"0,00",8,309,342
15336,Journal of Information Systems and Technology Research,Ali Institute of Research and Publication,https://journal.aira.or.id/index.php/jistr,28283864,28282973,,S4Accredited,False,True,"0,00",0,0,0
16053,Al-Abshar: Journal of Islamic Education Management,Sekolah Tinggi Agama Islam Darul Ulum Banyuanyar Pamekasan,https://ejournal.staiduba.ac.id/index.php/alabshar/,0,29535853,Science,S4Accredited,False,True,"0,00",6,77,77
548,OIKOS: Jurnal Kajian Pendidikan Ekonomi dan Ilmu Ekonomi,Universitas Pasundan,https://journal.unpas.ac.id/index.php/oikos,25492284,25492284,"Economy, Education, Social",S4Accredited,False,True,"0,00",12,598,613
4815,Jorpres (Jurnal Olahraga Prestasi),Fakultas Ilmu Keolahragaan dan Kesehatan Universitas Negeri Yogyakarta,https://journal.uny.ac.id/index.php/jorpres/issue/archive,02164493,25976109,,S4Accredited,False,True,"0,00",25,2.148,2.767
16103,Jurnal Ilmu Keperawatan Indonesia (JIKPI),LPPM Universitas Mitra Indonesa,http://jurnal.umitra.ac.id/index.php/jikpi,0,27462579,,S4Accredited,False,True,"0,00",0,0,0
15552,Jurnal Aplikasi Bisnis Kesatuan,Institut Bisnis dan Informatika Kesatuan,https://jurnal.ibik.ac.id/index.php/jabkes,28076036,28076036,,S4Accredited,False,True,"0,00",0,0,0
8544,Jurnal Terapan Manajemen dan Bisnis,STKIP Singkawang,https://journal.stkipsingkawang.ac.id/index.php/JTMB,25993127,24775282,,S4Accredited,False,True,"0,00",18,686,936
6718,Pasundan Food Technology Journal (PFTJ),Universitas Pasundan,http://journal.unpas.ac.id/index.php/foodtechnology,23561742,26151405,,S4Accredited,False,True,"0,00",11,416,473
1658,EDUKASI: Jurnal Pendidikan Islam,"Tarbiyah Departement, STAI Muhammadiyah Tulungagung collaboration with the AMCA",https://ejournal.staim-tulungagung.ac.id/index.php/edukasi/index,23383054,24073717,Education,S4Accredited,False,True,"0,00",14,754,813
13399,TRAVERSE - Journal of Language and Applied Linguistics,Institut Pariwisata dan Bisnis Internasional,https://traverse.asia/index.php/traverse,0,27985296,,S4Accredited,False,True,"0,00",7,170,171
16136,At-Tuhfah: Jurnal Studi Keislaman,Universitas Nahdlatul Ulama Sunan Giri,https://journal.unugiri.ac.id/index.php/at-tuhfah,20890060,2614493X,"Religion, Education",S4Accredited,False,True,"0,00",9,357,385
16435,JETA (Journal of English Teaching and Applied Linguistic),STKIP PGRI Bandar Lampung,http://jurnal.stkippgribl.ac.id/index.php/jeta,27223388,27223396,,S4Accredited,False,True,"0,00",0,0,0
13266,International Journal of Humanities Education and Social Sciences,CV. AFDIFAL MAJU BERKAH,https://ijhess.com/index.php/ijhess,28081765,28081765,,S4Accredited,False,True,"0,00",0,0,0
15220,Jurnal Caksana: Pendidikan Anak Usia Dini,Universitas Trilogi,http://trilogi.ac.id/journal/ks/index.php/PAUD,26220547,26219859,,S4Accredited,False,True,"0,00",0,0,0
4802,AL-ISHLAH: Jurnal Pendidikan Islam,Fakultas Tarbiyah IAIN Parepare,http://ejurnal.iainpare.ac.id/index.php/alislah,16937449,26856581,,S4Accredited,False,True,"0,00",30,3.197,3.496
16219,"International Journal of Education, Language, Literature, Arts, Culture, and Social Humanities",Universitas Palangka Raya,https://pbsi-upr.id/index.php/ijellacush,0,29628725,,S4Accredited,False,True,"0,00",0,0,0
5063,Tunas: Jurnal Pendidikan Guru Sekolah Dasar,Institute for Research and Community Services Universitas Muhammadiyah Palangkaraya,http://journal.umpr.ac.id/index.php/tunas/issue/archive,|,26858169,,S4Accredited,False,False,"0,00",11,440,495
9486,Jurnal Ilmiah Mahasiswa Pertanian,"Fakultas Pertanian, Universitas Syiah Kuala",https://jim.usk.ac.id/JFP,26152878,26146053,,S4Accredited,False,True,"0,00",14,548,717
5042,Jurnal Ekonomi Pembangunan STIE Muhammadiyah Palopo,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Palopo,http://journal.stiem.ac.id/index.php/jurep,23391529,2580524X,,S4Accredited,False,True,"0,00",6,116,153
16248,"Jurnal Ilmu Bahasa, Sastra dan Pengajarannya",Universitas Muhammadiyah Purworejo,https://jurnal.umpwr.ac.id/index.php/jibsp,0,28297881,,S4Accredited,False,True,"0,00",0,0,0
15042,journal of Basic Medical Veterinary,Universitas Airlangga,https://e-journal.unair.ac.id/JBMV,23026820,27749959,,S4Accredited,False,True,"0,00",4,51,56
4848,Didaktika: Jurnal Kependidikan,Fakultas Tarbiyah IAIN Bone,http://jurnal.iain-bone.ac.id/index.php/didaktika/,19780214,2657196X,,S4Accredited,False,True,"0,00",18,2.628,2.636
8163,Suluh Pendidikan: Jurnal Ilmu-ilmu Pendidikan,Institut Keguruan dan Ilmu Pendidikan Saraswati,https://ojs.ikip-saraswati.ac.id/index.php/suluh-pendidikan,1829894X,26231697,,S4Accredited,False,True,"0,00",0,0,0
4580,EPIGRAPHE: Jurnal Teologi dan Pelayanan Kristiani,Sekolah Tinggi Teologi Torsina,http://www.stttorsina.ac.id/jurnal/index.php/epigraphe,26147203,25799932,,S4Accredited,False,True,"0,00",20,1.391,1.414
10256,Jurnal Perseda : Jurnal Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Sukabumi,https://jurnal.ummi.ac.id/index.php/perseda,|,26849917,"Education, Social",S4Accredited,False,True,"0,00",16,742,770
8422,"Jurnal Abdimas Berdaya : Jurnal Pembelajaran, Pemberdayaan dan Pengabdian Masyarakat",Universitas Islam Lamongan,https://pemas.unisla.ac.id/index.php/JAB,26851563,27209768,,S4Accredited,False,True,"0,00",12,634,654
6850,Musamus Fisheries and Marine Journal,Universitas Musamus Merauke,https://ejournal.unmus.ac.id/index.php/fish/index,26549905,26567008,,S4Accredited,False,True,"0,00",7,182,212
13959,Jurnal Pendidikan DEWANTARA,STKIP PGRI TRENGGALEK,https://jurnal.stkippgritrenggalek.ac.id/index.php/dewantara,24429503,27743705,,S4Accredited,False,True,"0,00",7,109,111
1182,Jurnal Neutrino : jurnal fisika dan aplikasinya,Universitas Islam Negeri Maulana Malik Ibrahim Malang,http://ejournal.uin-malang.ac.id/index.php/NEUTRINO/index,19796374,24605999,Science,S4Accredited,False,True,"0,00",14,790,1.315
13225,Journal of Pharmaceutical Care and Sciences,LPPM Universitas Sari Mulia,https://ejurnal.unism.ac.id/index.php/jpcs,0,28284828,,S4Accredited,False,True,"0,00",5,81,81
474,Jurnal Teknologi Pendidikan,Program Studi Teknologi Pendidikan Program Pascasarjana Universitas Negeri Medan,http://jurnal.unimed.ac.id/2012/index.php/jtp,|,24077437,Education,S4Accredited,False,True,"0,00",17,1.172,1.412
4523,Probisnis,Universitas Amikom Purwokerto,http://ejournal.amikompurwokerto.ac.id/index.php/probisnis,19799268,24424536,,S4Accredited,False,False,"0,00",8,250,269
8764,Economics and Digital Business Review,Sekolah Tinggi Ilmu Ekonomi Amkop Makassar,https://ojs.stieamkop.ac.id/index.php/ecotal,0,27742563,"Economy, Humanities, Science",S4Accredited,False,True,"0,00",17,1.128,1.136
16513,JUPARITA: Jurnal Pariwisata Tawangmangu,Institut Teknologi dan Bisnis Kristen Bukit Pengharapan,https://journal.bukitpengharapan.ac.id/index.php/JUPARITA,0,30249430,,S4Accredited,False,True,"0,00",0,0,0
6064,J-Kesmas: Jurnal Fakultas Kesehatan Masyarakat (The Indonesian Journal of Public Health),Fakultas Kesehatan Masyarakat Universitas Teuku Umar,http://jurnal.utu.ac.id/jkesmas/index,23550643,23550988,,S4Accredited,False,True,"0,00",9,259,282
4718,Papua Law Journal,Universitas Cenderawasih,http://ejournal.uncen.ac.id/index.php/PLJ,|,25409166,,S4Accredited,False,True,"0,00",6,151,193
