journal_id,name,publisher,website,p_issn,e_issn,subject_area,accreditation,scopus_indexed,garuda_indexed,Impact,H5-index,Citations 5yr,Citations
10034,Journal of Parasite Science,Universitas Airlangga,https://e-journal.unair.ac.id/JoPS,25990993,26565331,,S2Accredited,False,True,"1,00",8,331,367
4649,IJNP (Indonesian Journal of Nursing Practices),Universitas Muhammadiyah Yogyakarta,http://journal.umy.ac.id/index.php/ijnp/index,25484249,2548592X,,S2Accredited,False,True,"1,00",20,1.551,1.879
3470,Jurnal AGRISEP: Kajian Masalah Sosial Ekonomi Pertanian dan Agribisnis,BPFP (Badan Penerbitan Fakultas Pertanian) Universitas Bengkulu,https://ejournal.unib.ac.id/index.php/agrisep/index,25799959,14128837,"Economy, Agriculture",S2Accredited,False,True,"1,00",25,3.447,4.580
105,Lingua Didaktika: Jurnal Bahasa dan Pembelajaran Bahasa,Departemen Bahasa dan Sastra Inggris FBS Universitas Negeri Padang,http://ejournal.unp.ac.id/index.php/linguadidaktika/index,19790459,25410075,Education,S2Accredited,False,True,"1,00",15,1.262,1.634
1111,Dentino : Jurnal Kedokteran Gigi,Fakultas Kedokteran Gigi Universitas Lambung Mangkurat,https://ppjp.ulm.ac.id/journal/index.php/dentino/,23375310,25274937,Health,S2Accredited,False,True,"1,00",16,1.748,2.550
8321,Indonesian Journal of Theology,Asosiasi Teolog Indonesia,https://indotheologyjournal.org/index.php/home,0,23390751,,S2Accredited,False,True,"1,00",14,691,794
99,PURBAWIDYA: JURNAL PENELITIAN DAN PENGEMBANGAN ARKEOLOGI,Badan Riset dan Inovasi Nasional,https://ejournal.brin.go.id/purbawidya/,22523758,25283618,"Humanities, Art",S2Accredited,False,True,"1,00",9,421,553
4649,IJNP (Indonesian Journal of Nursing Practices),Universitas Muhammadiyah Yogyakarta,http://journal.umy.ac.id/index.php/ijnp/index,25484249,2548592X,,S2Accredited,False,True,"1,00",20,1.551,1.879
6763,JURNAL MANAJEMEN BISNIS,Universitas Muslim Indonesia,http://jurnal.fe.umi.ac.id/index.php/JMB,20887086,26211971,,S2Accredited,False,True,"1,00",19,1.280,1.350
12430,Nursing and Health Sciences Journal (NHSJ),KHD Production,https://nhs-journal.com/index.php/nhs,27985059,27985067,"Health, Science",S2Accredited,False,True,"0,98",16,1.282,1.291
3894,Elkawnie,Universitas Islam Negeri Ar-Raniry Banda Aceh,https://jurnal.ar-raniry.ac.id/index.php/elkawnie,24608912,24608920,"Science, Engineering",S2Accredited,False,True,"0,98",18,1.619,1.810
5925,JBHOST (Journal of Business on Hospitality and Tourism),Institut Pariwisata dan Bisnis Internasional (IPBI),http://jbhost.org,25279092,25276921,,S2Accredited,False,True,"0,98",12,695,709
8731,"At-Tarbawi : Jurnal Pendidikan, Sosial dan Kebudayaan",Institut Agama Islam Negeri Zawiyah Cot Kala Langsa,https://journal.iainlangsa.ac.id/index.php/tarbawi,20869754,26566370,,S2Accredited,False,True,"0,97",11,491,509
1274,"JGEET (Journal of Geoscience, Engineering, Environment, and Technology)",UIR PRESS,http://journal.uir.ac.id/index.php/JGEET,2503216,25415794,"Science, Social, Engineering",S2Accredited,False,True,"0,96",14,1.298,1.787
925,Jurnal Wilayah dan Lingkungan,"Laboratorium Pengembangan Wilayah dan Manajemen Lingkungan, Departemen Perencanaan Wilayah dan Kota, Universitas Diponegoro",http://ejournal2.undip.ac.id/index.php/jwl,23381604,24078751,Science,S2Accredited,False,True,"0,96",29,3.363,4.173
10625,"Tabasa: Jurnal Bahasa, Sastra Indonesia, dan Pengajarannya",UIN Raden Mas Said Surakarta,https://ejournal.uinsaid.ac.id/index.php/tabasa/,27460789,27460770,Education,S2Accredited,False,True,"0,96",13,727,747
1042,Inferensi : Jurnal Penelitian Sosial Keagamaan,State Institute for Islamic Studies (IAIN) Salatiga,http://inferensi.iainsalatiga.ac.id/index.php/inferensi/,1978733,2502142,"Economy, Education, Social",S2Accredited,False,True,"0,95",25,3.013,4.015
8306,INFERENSI Jurnal Penelitian Sosial Keagamaan,LP2M IAIN Salatiga,https://inferensi.iainsalatiga.ac.id/index.php/inferensi/,19787332,25021427,,S2Accredited,False,True,"0,95",25,3.013,4.015
365,Jurnal Pendidikan dan Pembelajaran (JPP),Universitas Negeri Malang,http://journal2.um.ac.id/index.php/jpp,2302996X,25802313,Education,S2Accredited,False,True,"0,95",23,2.257,3.692
7701,POLITICON : Jurnal Ilmu Politik,Universitas Islam Negeri Sunan Gunung Djati Bandung,http://journal.uinsgd.ac.id/index.php/politicon,|,26856670,,S2Accredited,False,True,"0,95",12,501,563
8853,Journal Of Academia In English Educations (JADEs),Institut Agama Islam Negeri Zawiyah Cot Kala Langsa,https://journal.iainlangsa.ac.id/index.php/jades,27220168,27979245,,S2Accredited,False,True,"0,95",11,370,375
15002,Journal of Applied Nursing and Health,Lembaga Chakra Brahmanda Lentera,https://janh.candle.or.id/index.php/janh,26671609,28093208,,S2Accredited,False,True,"0,95",11,603,606
5540,Psikostudia: Jurnal Psikologi,"Program Studi Psikologi, Fakultas Ilmu Sosial dan Ilmu Politik, Universitas Mulawarman",http://e-journals.unmul.ac.id/index.php/PSIKO/index,23022582,26570963,,S2Accredited,False,True,"0,94",25,3.625,4.254
3128,MILLATI: Journal of Islamic Studies and Humanities,UIN Salatiga,https://ejournal.uinsalatiga.ac.id/index.php/millati/index,25413627,25409964,"Humanities, Education, Art, Religion",S2Accredited,False,True,"0,94",13,726,754
4578,Chempublish Journal,"Prodi Kimia, Fakultas Sains dan Teknologi, Universitas Jambi",https://online-journal.unja.ac.id/index.php/chp,0,25034588,"Science, Engineering",S2Accredited,False,True,"0,93",16,836,968
3442,Jurnal Aplikasi Statistika & Komputasi Statistik,Sekolah Tinggi Ilmu Statistik,https://jurnal.stis.ac.id/index.php/jurnalasks,20864132,26151367,"Science, Education",S2Accredited,False,True,"0,93",13,649,693
15471,Indonesian Journal of Enterprise Architecture,PT. Global Research Collaboration,https://journal.globresco.com/index.php/IJEA,30256410,30256402,"Economy, Social",S2Accredited,False,True,"0,93",3,23,23
2903,Jurnal Hortikultura,"Puslitbang Hortikultura, Kemtan",http://ejurnal.litbang.pertanian.go.id/index.php/jhort,08537097,25025120,Agriculture,S2Accredited,False,True,"0,93",26,3.726,8.025
3652,JURNAL KIMIA SAINS DAN APLIKASI,Universitas Diponegoro,https://ejournal.undip.ac.id/index.php/ksa/index,14108917,25979914,"Science, Engineering",S2Accredited,False,True,"0,93",21,3.295,4.387
3558,Gema Teologika: Jurnal Teologi Kontekstual dan Filsafat Keilahian,Fakultas Teologi Universitas Kristen Duta Wacana,http://journal-theo.ukdw.ac.id/index.php/gemateologika,25027743,25027751,"Education, Social, Religion",S2Accredited,False,True,"0,92",19,1.669,2.077
802,MIX: JURNAL ILMIAH MANAJEMEN,Universitas Mercu Buana,http://publikasi.mercubuana.ac.id/index.php/Jurnal_Mix/index,20881231,24605328,Science,S2Accredited,False,True,"0,92",32,4.265,5.479
3218,Pelita Perkebunan,"Pusat Penelitian Kopi dan Kakao Indonesia, PT RPN",http://www.ccrjournal.com/index.php/ccrj,02150212,24069574,Agriculture,S2Accredited,False,True,"0,92",26,4.404,9.233
3558,Gema Teologika: Jurnal Teologi Kontekstual dan Filsafat Keilahian,Fakultas Teologi Universitas Kristen Duta Wacana,http://journal-theo.ukdw.ac.id/index.php/gemateologika,25027743,25027751,"Education, Social, Religion",S2Accredited,False,True,"0,92",19,1.669,2.077
934,Dental Journal (Majalah Kedokteran Gigi),Universitas Airlangga,https://e-journal.unair.ac.id/MKG/index,19783728,24429740,Health,S2Accredited,True,True,"0,92",19,3.510,6.409
4429,JIPI (JURNAL IPA DAN PEMBELAJARAN IPA),Universitas Syiah Kuala,https://jurnal.usk.ac.id/JIPI,26140500,2620553X,,S2Accredited,False,True,"0,91",31,2.951,3.263
10920,"MEDIASI Jurnal Kajian dan Terapan Media, Bahasa, Komunikasi",Politeknik Negeri Media Kreatif,https://ojs2.polimedia.ac.id/index.php/mediasi,27219046,27210995,"Humanities, Science, Education, Social",S2Accredited,False,True,"0,91",7,392,399
6537,Jurnal Hukum Magnum Opus,Magister Ilmu Hukum Fakultas Hukum Universitas 17 Agustus 1945 Surabaya,https://jurnal.untag-sby.ac.id/index.php/Magnumopus,26231603,2623274X,,S2Accredited,False,True,"0,91",12,543,619
2021,Tarbiyah: Jurnal Ilmiah Kependidikan,FTK UIN Antasari Banjarmasin,http://jurnal.uin-antasari.ac.id/index.php/jtjik/index,20886691,25488376,"Humanities, Art",S2Accredited,False,True,"0,90",12,2.564,2.577
11027,Palakka : Media and Islamic Coummunication,Institut Agama Islam Negeri Bone,https://jurnal.iain-bone.ac.id/index.php/palakka,27464687,29619017,,S2Accredited,False,True,"0,90",7,219,230
5402,Data Science: Journal of Computing and Applied Informatics,Talenta Publisher Universitas Sumatera Utara,https://talenta.usu.ac.id/JoCAI,25806769,2580829X,,S2Accredited,False,True,"0,90",5,108,111
1239,Warta Perkaretan,Pusat Penelitian Karet Bogor,http://ejournal.puslitkaret.co.id/index.php/wartaperkaretan/index,08528985,08528985,Agriculture,S2Accredited,False,True,"0,90",13,810,1.467
5896,Jurnal Pendidikan Bahasa Inggris Undiksha,Universitas Pendidikan Ganesha,https://ejournal.undiksha.ac.id/index.php/JPBI/,26141906,26141892,,S2Accredited,False,True,"0,90",17,1.618,2.019
6956,EduBasic Journal: Jurnal Pendidikan Dasar,Universitas Pendidikan Indonesia Kampus Serang,https://ejournal.upi.edu/index.php/edubasic,0,25494562,,S2Accredited,False,True,"0,89",13,710,751
11072,MAKILA: Jurnal Penelitian Kehutanan,Universitas Pattimura,https://ojs3.unpatti.ac.id/index.php/makila,19784996,27467155,Agriculture,S2Accredited,False,True,"0,88",7,291,298
848,Jurnal Akuakultur Indonesia,ISSA (Indonesian Society for Scientific Aquaculture),http://journal.ipb.ac.id/index.php/jai,14125269,23546700,Agriculture,S2Accredited,False,True,"0,88",20,3.068,5.536
10765,(JOINTS) Journal Orthopaedi and Traumatology Surabaya,Universitas Airlangga,https://e-journal.unair.ac.id/JOINTS,0,24608742,,S2Accredited,False,True,"0,88",7,251,295
930,Berkala Penelitian Hayati Journal of Biological Researches,PBI Jawa Timur,http://berkalahayati.org,08526834,2337389X,,S2Accredited,False,True,"0,87",17,1.811,3.775
4747,Math Educa Journal,Program Studi Tadris Matematika Fakultas Tarbiyah dan Keguruan Universitas Islam Negeri Imam Bonjol Padang,https://ejournal.uinib.ac.id/jurnal/index.php/matheduca/index,25806726,25982133,,S2Accredited,False,True,"0,87",11,490,514
917,Jurnal Manajemen Teknologi,"Unit Research and Knowledge, Sekolah Bisnis dan Manajemen Institut Teknologi Bandung",https://journal.sbm.itb.ac.id/index.php/mantek/index,14121700,20897928,Science,S2Accredited,False,False,"0,86",30,3.020,3.791
2845,Patanjala : Jurnal Penelitian Sejarah dan Budaya,"Balai Pelestarian Nilai Budaya Jawa Barat, Kementerian Pendidikan dan Kebudayaan",http://ejurnalpatanjala.kemdikbud.go.id/patanjala/index.php/patanjala,20859937,25981242,"Humanities, Art",S2Accredited,False,True,"0,86",21,2.398,3.073
6351,"Advances in Food Science, Sustainable Agriculture and Agroindustrial Engineering (AFSSAAE)","Fakultas Teknologi Pertanian, Universitas Brawijaya",https://afssaae.ub.ac.id/index.php/afssaae/index,0,26225921,,S2Accredited,False,True,"0,85",9,517,538
4044,Mutiara Medika: Jurnal Kedokteran dan Kesehatan,Universitas Muhammadiyah Yogyakarta,https://journal.umy.ac.id/index.php/mm/index,14118033,26140101,Health,S2Accredited,False,True,"0,85",20,2.279,2.644
957,Jurnal Rekayasa Kimia & Lingkungan,Universitas Syiah Kuala,https://jurnal.usk.ac.id/rkl,23561661,14125064,"Science, Social, Engineering",S2Accredited,False,True,"0,85",18,1.567,2.450
9626,Diwan: Jurnal Bahasa dan Sastra Arab,Universitas Islam Negeri Imam Bonjol Padang,https://rjfahuinib.org/index.php/diwan/,23392088,25992023,,S2Accredited,False,True,"0,85",7,217,221
15377,"Women, Education, and Social Welfare",WISE Pendidikan Indonesia,https://journal.wiseedu.co.id/index.php/jiswel,0,30642469,,S2Accredited,False,True,"0,85",3,33,33
3759,Al-Sihah : The Public Health Science Journal,Fakultas Kedokteran dan Ilmu Kesehatan UIN Alauddin Makassar,http://journal.uin-alauddin.ac.id/index.php/Al-Sihah,20862040,25485334,Health,S2Accredited,False,True,"0,84",21,1.675,2.186
921,Indonesian Journal of Tropical and Infectious Disease,"Lembaga Penyakit Tropis (Institute of Tropical Disease), Universitas Airlangga",https://e-journal.unair.ac.id/index.php/IJTID,20851103,23560991,"Health, Science",S2Accredited,False,True,"0,84",17,1.262,2.802
1082,Lontar Komputer: Jurnal Ilmiah Teknologi Informasi,Universitas Udayana,https://ojs.unud.ac.id/index.php/lontar,20881541,25415832,Science,S2Accredited,False,True,"0,84",19,1.728,2.532
2099,Jurnal Ners dan Kebidanan Indonesia (Indonesian Journal of Nursing and Midwifery),Alma Ata University Press bekerjasama dengan AIPNI; AIPKIND; PPNI; IBI,http://ejournal.almaata.ac.id/index.php/JNKI/issue/archive,23547642,25031856,"Health, Education",S2Accredited,False,True,"0,84",27,3.208,4.530
4791,JURNAL INFO KESEHATAN,Poltekkes Kemenkes Kupang,https://jurnal.poltekkeskupang.ac.id/index.php/infokes,0216504X,2620536X,,S2Accredited,False,True,"0,83",17,1.134,1.391
5266,Althea Medical Journal,Universitas Padjadjaran,http://journal.fk.unpad.ac.id/index.php/amj,|,23374330,Health,S2Accredited,False,True,"0,83",19,2.075,2.600
9397,Journal of Fundamental and Applied Pharmaceutical Science,Universitas Muhammadiyah Yogyakarta,https://journal.umy.ac.id/index.php/jfap/index,27237648,2723763X,,S2Accredited,False,True,"0,83",8,156,158
3467,Journal of Epidemiology and Public Health,"Masters Program in Public Health, Universitas Sebelas Maret",https://www.jepublichealth.com/index.php/jepublichealth/,0,25490273,Health,S2Accredited,False,True,"0,83",15,1.297,1.351
9325,Indonesian Journal of Applied Research (IJAR),Universitas Djuanda,http://iojs.unida.ac.id/index.php/IJAR,0,27226395,,S2Accredited,False,True,"0,83",10,550,556
9354,International Journal of Industrial Engineering and Engineering Management,Universitas Atma Jaya Yogyakarta,https://ojs.uajy.ac.id/index.php/IJIEEM,0,26854090,Engineering,S2Accredited,False,True,"0,82",10,359,367
12645,Equivalent: Jurnal Ilmiah Sosial Teknik,Politeknik Siber Cerdika Internasional,https://jurnalequivalent.id/index.php/jequi,27750329,27750833,,S2Accredited,False,True,"0,82",10,1.184,1.189
1386,Jurnal Teknik Kimia dan Lingkungan,Politeknik Negeri Malang,http://jurnal.polinema.ac.id/index.php/jtkl/index,25798537,25799746,"Science, Social, Engineering",S2Accredited,False,True,"0,81",15,982,1.081
3686,Jurnal Ilmiah Manuntung,Sekolah Tinggi Ilmu Kesehatan Samarinda,https://jurnal.stiksam.ac.id/index.php/jim,2443115X,24771821,Agriculture,S2Accredited,False,True,"0,80",30,3.826,4.711
2696,Eksplorium : Buletin Pusat Pengembangan Bahan Galian Nuklir,Badan Tenaga Nuklir Nasional,http://jurnal.batan.go.id/index.php/eksplorium,08541418,2503426x,Science,S2Accredited,False,True,"0,80",8,357,582
87,Al-Banjari : Jurnal Ilmiah Ilmu-Ilmu Keislaman,Pascasarjana UIN Antasari Banjarmasin,http://jurnal.uin-antasari.ac.id/index.php/al-banjari/index,14129507,25276778,"Humanities, Art, Religion",S2Accredited,False,True,"0,80",15,1.065,1.176
10775,International Journal of Clinical Inventions and Medical Sciences (IJCIMS),Lamintang Education & Training Centre,https://lamintang.org/journal/index.php/ijcims,27214737,27217302,,S2Accredited,False,True,"0,80",8,174,178
6124,"Ecces : Economics, Social, and Development Studies",Program Studi Ilmu Ekonomi UIN Alauddin Makassar,http://journal.uin-alauddin.ac.id/index.php/ecc/issue/view/1152,24076635,25805770,,S2Accredited,False,True,"0,80",13,717,817
9716,INVOICE : JURNAL ILMU AKUNTANSI,Universitas Muhammadiyah Makassar,https://journal.unismuh.ac.id/index.php/invoice,27146359,27146340,,S2Accredited,False,True,"0,80",12,536,561
910,ALCHEMY Jurnal Penelitian Kimia,Universitas Sebelas Maret,https://jurnal.uns.ac.id/index.php/alchemy,14124092,24434183,"Science, Social, Engineering",S2Accredited,False,True,"0,80",21,1.787,2.194
3044,Jurnal Teknik Pertanian Lampung,"Jurusan Teknik Pertanian, Universitas Lampung dan Perhimpunan Teknik Pertanian Indonesia (PERTETA)",http://jurnal.fp.unila.ac.id/index.php/JTP,2302559X,25490818,"Agriculture, Engineering",S2Accredited,False,True,"0,79",24,3.505,4.036
1581,Nurani: Jurnal Kajian Syariah dan Masyarakat,Universitas Islam Negeri Raden Fatah Palembang,http://jurnal.radenfatah.ac.id/index.php/Nurani,16938437,24609102,Social,S2Accredited,False,True,"0,79",12,642,670
9404,Journal of Management and Entrepreneurship Research,Universitas Islam Nahdlatul Ulama Jepara,https://journal.unisnu.ac.id/jmer,27231658,27231666,"Economy, Science, Social",S2Accredited,False,True,"0,78",10,357,362
4786,Jurnal Kesehatan,Universitas Prima Nusantara Bukittinggi,http://ejurnal.stikesprimanusantara.ac.id/index.php/JKPN/index,20859078,26571366,,S2Accredited,False,True,"0,77",17,1.309,1.630
15469,International Journal of Educational Practice and Policy,PT. Global Research Collaboration,https://journal.globresco.com/index.php/IJEPP,2988487X,29886716,,S2Accredited,False,True,"0,77",4,43,43
173,Jurnal Ilmu Sosial Mamangan,Pendidikan Sosiologi Universitas PGRI Sumatera Barat,https://ejournal.upgrisba.ac.id/index.php/jurnal-mamangan/index,23018496,25031570,"Economy, Science",S2Accredited,False,True,"0,77",15,1.095,1.405
6630,REFLEKSI,Fakultas Ushuluddin UIN Syarif Hidayatullah Jakarta,http://journal.uinjkt.ac.id/index.php/refleksi/index,02156253,27146103,Social,S2Accredited,False,True,"0,76",15,989,1.310
5136,Gadjah Mada Journal of Psychology (GamaJoP),"Fakultas Psikologi, Universitas Gadjah Mada",https://jurnal.ugm.ac.id/gamajop,0,24077798,,S2Accredited,False,True,"0,76",32,3.656,4.115
9715,INVEST : Jurnal Inovasi Bisnis dan Akuntansi,Lembaga Riset dan Inovasi Al-Matani,http://journal.al-matani.com/index.php/invest,27454614,27454606,,S2Accredited,False,True,"0,76",14,993,1.002
4216,JSW (Jurnal Sosiologi Walisongo),"Laboratorium Sosiologi, Fakultas Ilmu Sosial dan Ilmu Politik (FISIP), UIN Walisongo",https://journal.walisongo.ac.id/index.php/JSW,25033166,25033182,,S2Accredited,False,True,"0,76",16,935,1.036
1254,Aspirator: Jurnal Penelitian Penyakit Tular Vektor (Journal of Vector Borne Diseases Studies),Badan Penelitian dan Pengembangan Kesehatan,http://ejournal2.litbang.kemkes.go.id/index.php/aspirator,23387343,23387343,Health,S2Accredited,False,True,"0,75",18,1.359,2.586
9382,Journal of Anaesthesia and Pain,Universitas Brawijaya,https://jap.ub.ac.id/index.php/jap,27223167,27223205,Health,S2Accredited,False,True,"0,75",7,257,277
2530,Jurnal Presipitasi : Media Komunikasi dan Pengembangan Teknik Lingkungan,"Fakultas Teknik, Universitas Diponegoro",https://ejournal.undip.ac.id/index.php/presipitasi,1907817X,25500023,"Science, Agriculture",S2Accredited,False,True,"0,74",20,2.189,3.053
7562,Al-Majaalis : Jurnal Dirasat Islamiyah,Sekolah Tinggi Dirasat Islamiyah Imam Syafii Jember,http://ejournal.stdiis.ac.id/index.php/Al-Majalis,23392630,24778001,,S2Accredited,False,True,"0,74",8,337,369
3485,Jurnal Penyakit Dalam Indonesia,Departemen Ilmu Penyakit Dalam FK Universitas Indonesia RSUP Dr. Cipto Mangunkusumo,https://scholarhub.ui.ac.id/jpdi/,24068969,25490621,Health,S2Accredited,False,True,"0,74",21,4.549,5.365
9992,Interdental Jurnal Kedokteran Gigi (IJKG),Fakultas Kedokteran Gigi Universitas Mahasaraswati,https://e-journal.unmas.ac.id/index.php/interdental/about,19799144,26855208,,S2Accredited,False,True,"0,72",11,501,527
1487,IJHN: Indonesian Journal of Human Nutrition,Departemen Gizi Fakultas Ilmu Kesehatan Universitas Brawijaya,https://ijhn.ub.ac.id/index.php/ijhn/index,24426636,23553987,Health,S2Accredited,False,True,"0,71",22,1.690,1.928
2830,Forum Arkeologi,Balai Arkeologi Bali,http://forumarkeologi.kemdikbud.go.id/index.php/fa,08543232,25276832,"Humanities, Art",S2Accredited,False,True,"0,71",6,226,258
13830,Alsina : Journal of Arabic Studies,"Fakultas Ilmu Tarbiyah dan Keguruan, Universitas Islam Negeri Walisongo Semarang",https://journal.walisongo.ac.id/index.php/alsina,26226138,26226146,,S2Accredited,False,True,"0,71",9,303,314
6564,Indonesian Journal of Learning Education and Counseling,ILIN Institute,http://journal.ilininstitute.com/index.php/IJoLEC/issue/archive,26228076,26228068,,S2Accredited,False,True,"0,71",22,1.698,1.787
4490,AGROMIX,"Fakultas Pertanian, Universitas Yudharta Pasuruan",https://jurnal.yudharta.ac.id/v2/index.php/AGROMIX/issue/archive,2085241X,25993003,,S2Accredited,False,True,"0,71",17,1.195,1.414
7078,JURNAL KAJIAN VETERINER,Universitas Nusa Cendana,https://ejurnal.undana.ac.id/JKV/index,23564113,25286021,,S2Accredited,False,True,"0,71",14,1.058,1.205
3424,RUAS (Review of Urbanism and Architectural Studies),"Departemen Arsitektur, Universitas Brawijaya",https://ruas.ub.ac.id/index.php/ruas,16933702,24776033,Science,S2Accredited,False,True,"0,71",15,1.168,1.675
268,Jurnal Pendidikan Kimia (JPKim),Universitas Negeri Medan,https://jurnal.unimed.ac.id/2012/index.php/jpk,20853653,25493116,"Science, Education, Social",S2Accredited,False,True,"0,70",19,2.082,2.706
3706,ELKHA : Jurnal Teknik Elektro,Universitas Tanjungpura,http://jurnal.untan.ac.id/index.php/Elkha,18581463,25806807,"Science, Engineering",S2Accredited,False,True,"0,69",14,1.191,1.529
529,Jurnal Keperawatan Respati Yogyakarta,Prodi S1 Ilmu Keperawatan dan Profesi Ners FIKES UNRIYO bekerjasama dengan PPNI Komsat UNRIYO,http://nursingjurnal.respati.ac.id/index.php/JKRY/issue/archive,20888872,25412728,Health,S2Accredited,False,True,"0,68",18,1.708,2.040
3795,MPI (Media Pharmaceutica Indonesiana),Fakultas Farmasi Universitas Surabaya,http://www.journal.ubaya.ac.id/index.php/MPI,25276208,25279017,"Health, Science",S2Accredited,False,True,"0,67",12,659,685
4029,Jurnal Kedokteran Gigi Universitas Padjadjaran,Fakultas Kedokteran Gigi Universitas Padjadjaran,http://jurnal.unpad.ac.id/jkg,08546002,25496514,Health,S2Accredited,False,True,"0,67",10,468,483
1034,Jurnal Berkala Ilmu Perpustakaan dan Informasi,UPT Perpustakaan UGM,https://journal.ugm.ac.id/v3/BIP/index,16937740,24770361,Science,S2Accredited,False,True,"0,67",19,1.930,2.466
9218,Arwana: Jurnal Ilmiah Program Studi Perairan,Universitas Al Muslim Bireuen Aceh,http://journal.umuslim.ac.id/index.php/jipsbp/about,26570254,27973530,Agriculture,S2Accredited,False,True,"0,67",9,277,280
937,Humaniora,"Fakultas Ilmu Budaya, UGM",https://jurnal.ugm.ac.id/jurnal-humaniora,08520801,23029269,"Humanities, Art",S2Accredited,False,True,"0,67",29,5.086,8.872
1311,Rekayasa Mesin,Universitas Brawijaya,https://rekayasamesin.ub.ac.id/index.php/rm,23381663,24776041,Engineering,S2Accredited,False,True,"0,66",22,3.366,4.489
12595,SocioEdu: Sociological Education,Universitas Muhammadiyah Kupang,https://e-journal.unmuhkupang.ac.id/index.php/se,0,27463567,"Humanities, Education, Social",S2Accredited,False,True,"0,66",8,277,285
14684,MUSHAF: Jurnal Tafsir Berwawasan Keindonesiaan,Universitas Nurul Jadid Paiton Probolinggo,https://ejournal.unuja.ac.id/index.php/mushaf,27741877,27741885,,S2Accredited,False,True,"0,65",8,246,250
100,Leksema: Jurnal Bahasa dan Sastra,Universitas Islam Negeri Raden Mas Said Surakarta,https://ejournal.uinsaid.ac.id/index.php/leksema,25278088,2527807X,"Education, Religion",S2Accredited,False,True,"0,65",13,833,955
3645,JURNAL PEMBANGUNAN WILAYAH DAN KOTA,Universitas Diponegoro Publishing Group,https://ejournal.undip.ac.id/index.php/pwk/index,18583903,25979272,Engineering,S2Accredited,False,True,"0,64",24,3.192,4.338
4086,"Jurnal Ecotipe (Electronic, Control, Telecommunication, Information, and Power Engineering)","Jurusan Teknik Elektro, Fakultas Teknik, Universitas Bangka Belitung",http://journal.ubb.ac.id/index.php/ecotipe,23555068,26224852,Engineering,S2Accredited,False,True,"0,64",14,794,984
4629,Journal Of Nursing Practice,Institut Ilmu Kesehatan STRADA Indonesia,http://thejnp.org/index.php/jnp/issue/archive,26143488,26143496,,S2Accredited,False,True,"0,64",14,1.032,1.181
10389,Langit Biru: Jurnal Ilmiah Aviasi,Politeknik Penerbangan Indonesia Curug,https://journal.ppicurug.ac.id/index.php/jurnal-ilmiah-aviasi,19791534,27458695,,S2Accredited,False,True,"0,64",8,499,547
6130,Pharmacology and Clinical Pharmacy Research,Universitas Padjadjaran,http://jurnal.unpad.ac.id/pcpr/index,25277332,26140020,,S2Accredited,False,True,"0,64",10,431,492
3125,Menara Perkebunan,Pusat Penelitian Kelapa Sawit,https://mp.iribb.org/mpjurnal,01259318,18583768,Agriculture,S2Accredited,False,True,"0,63",13,1.242,2.969
978,Padjadjaran Journal of Dentistry,Universitas Padjadjaran,http://jurnal.unpad.ac.id/index.php/pjd,19790201,25496212,"Health, Science",S2Accredited,False,True,"0,63",15,1.754,2.176
6242,"Edubiotik : Jurnal Pendidikan, Biologi dan Terapan",Program Studi Pendidikan Biologi,https://ejurnal.uibu.ac.id/index.php/edubiotik,2528679X,25979833,,S2Accredited,False,True,"0,63",13,829,954
221,Chimica et Natura Acta,"Departemen Kimia, FMIPA, Universitas Padjadjaran",http://jurnal.unpad.ac.id/jcena/index,2355086,25412574,"Science, Agriculture, Social",S2Accredited,False,True,"0,63",19,1.736,2.159
841,Signifikan : Jurnal Ilmu Ekonomi,Universitas Islam Negeri Syarif Hidayatullah Jakarta,http://journal.uinjkt.ac.id/index.php/signifikan,20872046,24769223,Economy,S2Accredited,False,True,"0,63",24,2.644,3.318
497,MEDISAINS,Lembaga Publikasi Ilmiah dan Penerbitan (LPIP) Universitas Muhammadiyah Purwokerto,https://jurnalnasional.ump.ac.id/index.php/medisains/index,16937309,26212366,,S2Accredited,False,True,"0,62",20,1.837,2.256
3538,International Journal of Marine Engineering Innovation and Research,Institut Teknologi Sepuluh Nopember Surabaya,https://journal.its.ac.id/index.php/ijmeir,25415972,25481479,"Science, Engineering",S2Accredited,False,True,"0,62",12,1.286,1.545
813,DIMENSI: Journal of Architecture and Built Environment,Universitas Kristen Petra Surabaya,https://dimensi.petra.ac.id/index.php/ars/index,0126219X,23387858,Engineering,S2Accredited,False,True,"0,62",19,2.107,4.080
11805,Buletin Sistem Informasi dan Teknologi Islam,Universitas Muslim Indonesia,http://jurnal.fikom.umi.ac.id/index.php/BUSITI,0,27210901,,S2Accredited,False,True,"0,61",11,696,703
892,Iqtishadia: Jurnal Kajian Ekonomi dan Bisnis Islam,Program Studi Ekonomi Syari'ah Jurusan Syaria'h dan Ekonomi Islam Sekolah Tinggi Agama Islam Negeri (STAIN) Kudus,http://journal.stainkudus.ac.id/index.php/IQTISHADIA,|,25023993,Economy,S2Accredited,False,True,"0,61",29,2.990,3.794
5270,Cakradonya Dental Journal,Fakultas Kedokteran Gigi Unsyiah dan Pengurus Besar Persatuan Dokter Gigi Indonesia,https://jurnal.usk.ac.id/CDJ/index,2085546X,26224720,Health,S2Accredited,False,True,"0,60",16,1.078,1.329
